N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
71,68,21,6.59,32.67,40.43,2755.56,4,2,50.9
27,46,44,6.66,34.46,54.6,1809.62,3,5,61.49999999999999
117,87,94,6.57,36.12,46.17,329.37,2,0,2.2
49,61,35,4.54,33.51,85.82,2339.62,3,5,54.0
93,87,10,4.51,25.81,66.5,2349.45,5,2,43.0
97,11,19,4.89,17.94,77.97,2326.58,3,1,61.0
143,30,47,4.91,33.62,66.13,1926.29,2,1,30.300000000000004
78,38,33,7.32,19.53,66.75,288.23,6,1,53.0
81,85,104,5.32,17.34,52.97,1271.39,1,0,9.599999999999998
48,47,118,8.08,15.15,44.34,1110.77,2,5,25.299999999999997
112,41,56,8.21,28.82,50.9,259.18,6,6,32.7
81,50,96,8.4,17.27,47.69,439.86,3,6,23.299999999999997
154,31,94,8.26,21.24,71.47,1377.19,1,1,7.8999999999999995
153,51,11,5.59,31.27,55.35,2666.14,0,2,35.4
81,21,104,6.54,33.81,63.01,2892.87,3,1,28.799999999999997
87,66,11,5.2,19.44,76.26,2281.59,3,2,50.7
36,17,39,7.72,35.28,45.99,831.76,1,5,69.5
159,37,34,8.05,11.74,55.42,2780.82,0,1,28.6
76,66,92,7.91,39.58,61.17,2938.34,2,6,21.599999999999998
107,62,71,6.23,22.51,33.23,1404.69,5,2,21.900000000000002
81,89,10,7.53,19.75,39.13,1661.31,2,2,46.0
117,85,110,4.89,37.71,33.81,1168.81,2,0,0.0
97,26,101,4.66,13.97,75.14,2585.73,3,1,23.699999999999996
46,30,72,7.51,20.73,47.99,1033.51,3,5,49.400000000000006
152,60,93,6.2,20.77,55.36,504.38,4,0,0.20000000000000018
59,16,68,8.48,22.73,70.34,1476.8,6,5,51.3
156,70,63,4.89,35.45,87.99,674.69,1,0,8.0
32,63,78,7.92,35.48,78.66,1406.67,5,5,41.3
63,50,64,6.42,27.75,33.47,1839.2,6,2,41.49999999999999
135,69,103,7.81,39.75,48.34,2447.29,3,6,0.0
137,53,96,7.77,35.32,32.94,2137.56,6,4,5.6
114,86,51,8.16,30.43,33.7,2267.96,5,6,20.6
66,38,100,5.69,15.98,37.65,1853.45,0,1,29.799999999999997
103,52,62,8.3,26.49,49.26,427.83,3,6,29.7
59,46,115,5.11,16.42,43.89,2664.08,5,5,23.5
90,70,74,4.83,19.05,51.13,2154.81,1,0,23.4
125,68,18,6.23,30.58,79.32,2411.69,4,2,35.9
114,70,80,7.81,15.53,77.86,2834.6,3,6,13.799999999999999
42,81,60,6.39,12.73,51.04,2910.77,1,5,40.1
66,29,99,7.82,25.95,69.59,2897.77,0,1,32.9
63,53,25,7.42,10.03,52.36,954.84,4,2,56.199999999999996
101,65,62,5.34,28.27,53.16,2584.54,3,0,26.4
31,57,79,8.3,37.04,70.54,2884.26,2,5,42.99999999999999
113,83,71,4.74,15.71,53.06,2177.69,6,0,13.799999999999999
98,24,115,8.09,21.48,62.96,2204.58,6,1,18.4
100,85,46,5.72,37.49,36.91,2675.76,3,3,27.1
139,65,70,6.5,31.12,62.33,1005.14,2,3,11.8
120,65,66,6.19,14.06,74.52,737.22,1,3,19.1
132,55,54,5.19,21.46,83.3,1423.49,2,0,23.299999999999997
46,66,85,5.93,32.68,38.84,2859.66,0,5,33.4
37,54,97,5.27,29.94,54.64,369.31,1,5,34.89999999999999
83,89,26,5.32,14.67,59.17,1439.03,1,2,39.0
28,51,11,5.25,11.87,84.29,2134.24,6,5,72.9
137,71,104,6.46,30.45,45.44,2023.56,2,3,0.0
142,17,46,7.69,28.27,39.94,2467.72,3,1,34.9
44,23,63,6.78,11.78,38.49,954.9,4,5,55.69999999999999
132,35,51,8.07,39.24,39.29,855.07,6,1,30.5
148,50,38,7.05,17.57,82.17,2516.84,5,2,26.4
78,38,74,7.26,21.58,67.19,2512.0,6,1,36.599999999999994
37,72,117,7.17,15.33,55.24,896.72,3,5,21.499999999999996
66,22,87,6.3,34.86,82.0,1432.76,4,1,39.8
98,68,49,7.26,38.88,47.88,1464.68,5,3,31.6
41,56,20,4.78,16.4,85.67,1637.16,4,5,63.89999999999999
107,30,67,7.94,18.5,75.53,2541.97,2,1,33.1
84,21,105,7.61,31.2,31.23,1889.48,1,1,27.5
158,33,29,5.48,25.84,57.76,1650.99,6,1,32.1
126,30,75,7.57,13.15,80.55,1010.56,5,1,24.2
109,13,40,4.55,37.86,53.77,313.14,1,1,48.4
57,34,14,5.37,28.33,89.23,2770.71,2,5,68.1
145,17,105,4.76,19.04,80.8,2205.38,4,1,10.399999999999999
68,45,59,7.62,24.69,75.18,408.33,3,3,43.49999999999999
124,43,18,7.52,25.01,38.13,1033.13,1,2,43.7
76,59,50,7.75,25.76,36.47,2011.71,5,0,40.5
33,37,19,4.52,24.92,68.47,785.54,3,5,72.4
102,71,62,6.5,26.85,69.69,494.24,1,0,24.299999999999997
27,83,109,7.32,21.8,38.85,1740.9,3,5,24.4
42,53,58,5.12,14.38,81.24,1121.32,3,5,49.3
63,41,35,7.1,29.94,82.42,2517.67,6,2,55.8
85,17,117,4.84,33.77,55.0,2862.0,2,1,23.599999999999998
22,63,76,5.23,35.23,66.46,1845.45,3,5,45.1
88,26,45,6.4,10.66,60.64,2196.11,4,1,48.8
101,21,32,7.11,22.14,32.14,2953.6,2,1,51.6
20,76,103,5.08,39.35,35.42,832.67,3,5,31.0
40,84,48,5.24,11.88,76.79,2733.62,3,5,44.6
102,87,68,5.32,33.57,59.3,1766.16,5,0,17.1
75,80,32,5.45,13.78,66.65,725.39,2,2,41.7
121,35,32,5.41,34.74,66.77,1009.67,0,1,41.400000000000006
149,42,52,6.08,30.17,52.78,2126.63,6,3,22.900000000000002
50,53,109,7.12,31.75,31.76,2781.53,6,5,26.5
33,41,34,6.25,39.32,77.21,533.12,5,5,65.2
95,47,93,7.6,38.18,58.11,1989.91,6,0,21.2
32,19,69,7.38,19.13,38.33,1255.29,6,5,58.1
107,88,111,5.01,21.26,31.26,1100.75,6,0,0.0
114,88,42,4.7,22.22,31.05,704.12,0,0,23.6
133,79,42,8.01,15.42,32.0,2686.85,3,6,20.6
113,10,111,4.82,21.43,39.3,1219.92,1,1,19.700000000000003
119,79,74,5.09,39.37,43.89,1441.2,3,0,12.0
89,86,56,4.59,24.69,44.83,780.66,6,0,26.1
145,84,42,7.01,38.58,67.93,1901.96,5,3,15.500000000000002
137,34,47,6.83,12.14,44.49,1432.56,4,1,30.9
146,61,33,8.45,11.18,70.44,740.41,0,2,25.700000000000003
89,61,82,8.05,27.26,79.4,1069.35,1,6,23.2
75,21,104,6.14,32.09,53.09,1295.27,6,1,30.6
107,55,111,5.99,16.52,73.1,415.54,1,3,7.999999999999998
32,18,58,5.69,25.1,36.25,345.21,0,5,62.8
154,54,101,5.11,36.19,49.68,2978.96,2,0,0.0
128,45,96,5.05,32.85,70.96,2797.6,5,0,10.700000000000001
121,18,39,5.03,16.95,85.91,1860.84,6,1,43.7
121,49,91,4.96,20.03,66.93,885.37,0,0,13.6
22,43,67,5.46,19.17,51.83,850.76,2,5,54.7
82,62,99,5.73,31.59,48.82,1433.47,5,2,18.199999999999996
128,54,106,8.35,39.05,53.49,1281.24,0,6,3.9999999999999982
31,42,68,6.81,18.4,69.17,2252.48,3,5,51.89999999999999
74,38,25,8.45,27.65,49.62,1339.91,2,1,57.4
137,47,102,5.99,39.66,58.2,2875.05,6,6,5.0
143,57,25,6.33,14.73,75.54,908.15,6,2,31.0
110,86,42,5.8,29.77,44.27,274.6,4,0,25.4
88,68,48,5.23,19.96,72.99,1889.26,2,0,35.0
74,71,55,5.07,39.75,75.69,2966.21,3,0,35.5
94,44,47,8.28,13.26,81.82,2583.96,6,6,40.800000000000004
79,56,32,8.45,23.54,31.43,214.6,5,2,47.7
61,68,35,4.68,17.65,36.83,1810.57,5,2,48.3
153,68,58,5.1,10.95,87.29,1470.62,2,0,11.5
88,11,90,6.19,38.91,37.55,2351.42,6,1,35.3
41,69,111,5.25,27.05,59.27,907.62,1,5,23.599999999999994
84,15,118,5.96,31.02,40.02,882.48,4,1,24.099999999999994
103,34,33,5.02,28.61,78.71,1086.78,0,1,46.7
107,62,116,6.33,14.45,35.79,889.26,4,2,3.9000000000000004
66,87,92,5.59,15.12,35.14,261.43,2,0,18.299999999999997
43,13,51,5.91,28.79,60.28,1958.93,3,5,63.800000000000004
91,81,36,4.88,33.39,44.29,1915.71,4,2,35.0
117,65,11,6.21,28.33,69.69,2585.0,2,2,42.0
58,11,17,8.43,27.11,71.09,2153.69,2,5,73.5
74,26,88,5.82,32.38,65.16,1994.43,4,1,35.8
135,77,50,8.01,17.31,80.08,849.86,5,6,17.4
96,57,22,7.87,31.95,71.84,2272.37,4,2,46.3
127,36,100,8.31,22.34,41.25,2595.06,1,1,12.099999999999998
77,43,31,7.66,30.22,34.7,1442.94,3,2,52.6
120,50,56,7.14,18.24,74.87,1713.41,0,6,27.6
110,15,56,7.93,14.12,74.4,2396.14,5,1,41.1
107,15,74,4.8,10.87,81.02,1503.74,2,1,34.8
150,37,78,6.35,34.1,42.14,2066.24,3,1,13.700000000000001
146,17,38,8.46,15.91,43.39,801.51,2,1,36.9
27,10,88,7.58,20.9,64.6,1835.91,5,5,54.699999999999996
34,89,39,8.35,33.07,39.34,304.1,0,5,48.5
22,27,55,7.62,23.51,47.78,785.12,2,5,64.3
128,89,15,8.0,16.53,78.75,2778.44,2,2,29.9
158,56,15,7.33,15.84,50.05,1866.61,1,2,30.799999999999997
28,89,96,7.54,22.24,30.68,1475.42,5,5,27.5
23,20,61,6.59,26.96,69.05,1661.52,3,5,63.7
132,15,14,8.2,21.77,40.84,200.08,5,1,51.3
99,23,95,7.8,37.14,41.75,1486.88,5,1,26.4
153,31,50,7.88,10.12,30.99,603.15,5,1,25.799999999999997
24,40,29,7.19,22.06,64.68,2602.77,1,5,70.2
68,37,29,5.72,32.29,63.71,1357.87,2,1,57.900000000000006
102,28,48,4.64,36.73,35.79,849.62,2,1,42.8
88,10,39,8.24,20.75,33.03,1633.18,1,1,56.0
139,76,57,6.84,30.21,59.45,1224.01,6,3,13.700000000000001
31,81,90,5.69,27.41,76.88,1488.12,4,5,31.4
73,22,69,5.1,16.05,87.22,2232.1,0,1,44.9
123,60,32,7.82,30.43,34.51,1625.84,6,2,33.300000000000004
99,10,113,7.85,17.49,72.49,2761.87,1,1,23.099999999999994
92,38,69,7.76,33.52,41.49,919.11,1,1,34.4
20,22,59,7.08,35.98,32.04,1112.98,6,5,64.8
156,51,22,5.96,24.35,50.09,2377.13,0,2,30.1
37,38,119,5.72,11.62,64.43,2393.49,4,5,30.9
121,25,109,4.53,32.12,66.08,2934.46,3,1,13.599999999999998
104,69,115,7.83,24.02,32.95,1959.5,5,6,3.099999999999998
134,43,83,4.85,12.84,85.67,1806.73,4,0,14.7
82,49,47,7.02,19.93,33.28,1848.77,5,3,42.9
22,76,48,6.52,18.72,43.03,1211.7,5,5,52.400000000000006
131,64,112,6.61,31.79,55.95,1277.88,4,3,0.0
39,67,77,8.21,22.72,86.74,983.59,5,5,38.4
112,61,28,4.63,27.61,89.47,1871.27,6,2,37.900000000000006
55,73,61,7.59,25.03,30.02,2552.68,6,5,38.2
23,13,50,4.71,31.73,43.47,1973.76,6,5,70.2
139,57,101,4.65,31.54,60.08,1523.23,0,0,1.799999999999999
128,81,36,6.22,23.46,71.66,378.16,2,2,23.900000000000002
97,27,32,4.75,14.05,69.4,893.44,6,1,51.0
36,19,28,7.66,22.24,45.09,2566.04,6,5,73.3
68,23,89,6.62,14.8,41.85,1309.39,6,1,38.099999999999994
128,60,44,4.62,38.77,30.86,2679.58,1,0,27.0
135,55,14,4.66,38.5,80.57,879.58,0,2,38.400000000000006
29,75,97,6.95,23.7,52.73,1812.02,5,5,30.999999999999996
139,70,14,7.72,10.83,81.86,2898.47,2,2,32.7
142,11,102,6.25,21.24,49.42,1759.18,3,1,14.299999999999997
95,44,15,6.72,36.85,75.36,784.98,4,2,53.3
142,43,50,7.7,18.64,34.18,842.73,3,0,25.5
156,79,50,6.94,28.66,78.69,641.52,0,3,10.5
109,77,63,5.4,15.52,83.46,259.44,1,0,20.0
20,74,53,6.95,34.75,45.89,2138.8,4,5,51.599999999999994
25,44,57,7.01,36.76,38.51,2392.64,6,5,57.5
130,57,46,7.44,28.45,41.77,2496.72,0,0,26.5
120,56,102,6.98,28.71,82.07,406.43,4,3,7.399999999999999
158,20,65,8.38,21.36,47.17,2838.34,5,1,21.6
88,71,42,5.29,31.21,43.88,1931.71,4,0,36.5
126,13,100,8.3,24.35,88.73,447.37,3,1,19.299999999999997
125,42,44,6.65,32.36,70.2,437.69,2,3,33.3
28,43,111,7.19,39.06,79.93,1627.44,4,5,35.300000000000004
21,83,113,4.9,34.67,74.82,884.02,2,5,24.599999999999994
132,44,15,6.02,25.52,52.44,869.46,5,2,42.2
151,62,55,7.58,39.37,81.76,232.95,4,5,15.1
109,37,83,7.33,28.21,65.29,1550.56,5,1,24.0
31,32,45,4.66,11.95,69.44,442.46,5,5,64.1
102,58,53,6.69,31.91,49.56,414.94,5,3,31.8
102,85,16,4.85,34.6,88.87,644.21,2,2,38.5
112,11,16,8.48,14.05,81.28,229.84,3,1,57.7
58,86,38,8.09,30.38,38.89,489.8,1,5,42.599999999999994
78,35,89,4.58,37.63,42.23,1864.16,1,1,31.499999999999993
147,26,74,7.93,17.54,74.92,918.76,4,1,19.5
91,52,69,8.18,27.55,31.55,392.7,5,6,30.5
153,68,44,5.91,18.24,50.13,579.35,2,3,17.1
47,75,66,7.38,33.23,61.95,320.8,0,5,38.0
94,83,38,6.27,27.42,42.29,2375.48,0,2,32.7
60,48,47,7.12,22.84,82.39,1772.17,5,3,49.800000000000004
91,35,86,5.86,10.87,83.36,1527.57,4,1,28.799999999999997
107,31,113,5.79,38.34,87.41,2645.15,4,1,14.4
72,84,21,6.2,24.93,38.78,423.03,4,2,45.8
142,31,96,5.08,34.12,34.76,304.07,1,1,10.699999999999998
30,67,119,7.82,21.76,63.37,1387.46,4,5,24.299999999999997
106,38,89,5.89,35.47,77.55,939.25,5,1,22.199999999999996
24,19,67,6.1,14.8,47.46,1532.29,2,5,61.3
131,34,87,8.08,16.94,44.46,2729.6,0,1,16.7
81,30,89,6.49,20.0,61.06,1449.52,5,1,32.1
66,70,15,6.68,12.66,58.92,679.36,6,2,54.2
56,48,45,8.33,23.32,58.77,2433.93,3,5,51.8
130,86,61,8.05,24.58,54.32,1288.62,6,6,11.8
45,75,97,5.18,13.44,73.62,2314.13,0,5,26.2
62,15,36,6.39,22.81,66.88,595.9,5,1,63.5
80,10,34,8.39,15.92,59.27,1144.04,0,1,60.400000000000006
147,37,49,5.99,36.26,73.24,263.29,2,1,26.200000000000003
88,20,45,5.99,25.28,45.7,859.21,2,1,50.599999999999994
145,48,69,5.28,38.56,83.51,2011.64,4,0,15.5
146,78,38,4.96,20.24,53.05,1020.81,6,2,18.6
52,27,104,7.46,20.24,49.66,589.79,5,5,35.699999999999996
83,29,12,7.58,20.16,62.54,357.47,6,1,62.6
112,85,22,8.38,18.05,46.22,1887.71,1,2,33.1
142,67,77,7.59,33.53,46.12,415.85,1,3,7.5
34,59,20,5.47,18.48,34.67,2436.64,2,5,65.1
39,50,57,4.66,18.64,69.12,1200.11,5,5,51.5
41,27,88,8.44,11.41,84.76,1053.84,1,5,45.39999999999999
29,43,69,5.86,38.96,71.12,1949.43,6,5,51.8
115,75,11,5.75,36.59,64.06,1758.53,4,2,39.6
156,87,88,8.12,18.78,72.71,2965.25,5,6,0.0
50,74,79,6.84,25.62,87.99,343.46,3,5,32.2
115,36,22,5.36,24.48,50.19,2583.84,6,1,46.900000000000006
93,39,44,8.06,12.63,55.84,1878.52,4,1,43.8
94,85,60,8.47,25.94,47.17,2671.33,3,6,23.3
93,10,117,4.85,13.4,31.0,2142.95,4,1,23.299999999999994
156,50,117,7.95,23.02,50.85,2334.58,5,6,0.0
61,71,65,6.06,12.63,34.3,2402.76,4,3,35.4
93,10,49,6.6,27.67,81.5,242.43,1,1,50.49999999999999
103,14,86,8.16,11.47,72.94,2547.21,5,1,31.5
21,57,68,8.39,28.85,48.24,2102.25,5,5,50.39999999999999
61,14,21,5.55,31.22,49.68,2852.67,5,1,70.1
125,80,25,5.35,27.13,64.18,572.94,6,2,29.5
158,35,62,4.82,24.08,77.88,2780.41,3,1,18.3
146,58,116,6.75,11.82,73.12,2592.54,5,1,0.0
92,79,50,4.55,10.34,31.73,833.73,1,0,29.7
114,70,29,6.15,20.27,77.12,547.4,5,2,34.2
109,12,49,4.79,33.14,82.88,1960.11,3,1,45.099999999999994
140,48,70,6.12,29.42,35.39,2092.68,2,1,16.6
39,87,86,4.66,13.76,76.2,2190.57,3,5,28.799999999999997
91,58,43,7.84,30.64,45.1,2567.56,0,6,39.099999999999994
89,23,28,5.34,27.25,40.42,1758.78,5,1,56.2
136,29,54,5.81,15.0,62.63,995.08,3,1,29.9
71,67,100,7.98,32.66,63.16,2599.78,4,6,19.599999999999998
44,53,38,7.49,34.91,58.25,1413.5,3,5,56.7
85,18,28,5.38,16.98,84.11,1416.91,2,1,58.89999999999999
47,72,116,4.79,29.08,44.5,1578.95,1,5,18.9
108,71,65,7.36,21.34,66.15,2539.55,2,6,21.299999999999997
39,15,36,6.06,11.75,54.59,2918.18,0,5,70.4
89,75,11,7.56,35.84,82.43,679.08,0,2,47.400000000000006
56,52,49,6.28,34.62,37.97,542.0,2,5,49.0
35,73,112,5.88,19.54,34.97,1005.88,4,5,23.8
119,53,74,6.3,25.95,89.57,2731.89,5,3,19.799999999999997
97,14,87,7.49,25.37,64.63,1678.74,1,1,32.900000000000006
33,22,17,8.11,15.32,84.72,215.84,5,5,77.7
43,24,36,4.7,14.37,54.49,1829.37,0,5,66.5
102,43,106,6.6,35.33,66.26,1737.08,0,1,15.1
57,65,104,4.63,36.02,71.65,423.53,5,5,22.799999999999997
101,82,39,6.37,31.76,89.17,617.1,2,2,30.5
28,39,34,8.04,12.18,36.76,460.49,0,5,67.3
140,65,58,5.95,37.27,37.49,1659.23,5,5,16.3
78,34,65,8.23,39.42,61.39,1686.75,5,1,41.4
70,77,109,7.02,33.27,33.35,1488.39,6,3,13.299999999999997
128,56,111,8.24,20.6,73.65,1462.73,1,6,1.3999999999999986
70,37,74,7.53,22.17,89.45,1825.26,0,1,39.3
38,46,40,4.91,36.09,78.69,2054.04,1,5,59.8
81,83,108,5.42,18.41,45.95,2898.59,4,0,8.6
29,82,69,6.08,14.26,77.97,1726.37,1,5,40.099999999999994
150,45,94,5.18,34.68,67.67,943.93,4,0,4.8999999999999995
106,10,43,6.48,15.8,37.17,2928.88,6,1,49.0
92,84,26,6.39,37.22,63.96,496.14,4,2,37.8
102,34,82,8.33,27.87,83.81,1075.45,2,1,27.399999999999995
112,84,38,6.23,26.66,47.4,2726.79,5,2,27.0
34,50,81,7.64,33.27,69.55,2842.82,4,5,43.4
125,64,92,8.27,10.49,32.49,2006.02,3,6,7.5
119,78,15,8.01,31.41,80.05,240.94,4,2,35.9
95,66,97,5.33,27.95,42.36,1439.2,6,0,13.899999999999999
97,12,15,6.48,25.71,66.52,2811.71,4,1,62.3
134,17,113,5.89,16.52,61.45,2691.16,5,1,10.499999999999998
114,57,12,6.1,34.88,62.89,2702.57,5,2,44.900000000000006
152,68,104,5.94,17.52,45.22,1022.79,4,3,0.0
63,45,40,7.81,24.69,63.55,2509.48,5,6,52.599999999999994
22,64,85,6.31,14.74,66.17,2082.47,6,5,41.199999999999996
66,88,61,6.59,39.21,55.53,2702.37,4,3,30.400000000000002
31,86,17,8.43,15.84,68.0,1986.16,4,5,59.1
34,50,116,4.74,34.1,41.49,1250.43,1,5,29.4
47,83,99,6.45,17.89,60.76,1976.32,2,5,22.4
106,68,35,7.6,17.68,73.01,1201.95,3,2,34.8
94,43,24,5.1,22.65,52.08,206.99,4,2,50.3
113,39,86,6.95,35.38,54.67,2486.95,5,1,21.0
31,71,65,5.46,30.63,39.85,2578.23,0,5,44.4
73,79,95,7.97,36.15,66.99,2294.62,6,6,17.4
102,64,71,5.81,11.42,37.41,836.99,0,4,22.8
51,31,22,5.82,38.67,60.05,580.5,2,5,67.6
148,31,55,6.89,12.31,42.63,675.82,5,1,25.299999999999997
30,22,63,5.23,31.63,41.65,1602.76,0,5,60.2
116,32,18,5.64,16.22,35.75,939.93,0,1,49.4
74,27,97,6.17,35.23,51.44,2659.29,5,1,31.900000000000002
49,83,12,5.91,35.87,82.04,1724.24,2,5,56.6
87,75,32,6.6,26.54,66.29,1460.46,2,2,39.6
75,23,21,6.9,22.09,76.75,2640.45,0,1,63.199999999999996
108,41,50,6.77,33.8,36.87,427.01,6,2,36.3
117,39,53,7.12,36.22,48.8,2638.75,3,1,33.0
36,28,67,5.73,32.15,53.32,2445.97,5,5,55.0
32,78,20,5.01,37.21,81.6,2123.84,2,5,60.0
159,57,28,7.54,28.8,69.86,510.79,0,2,25.0
143,83,68,7.9,30.11,59.43,346.7,2,6,6.000000000000001
51,14,82,5.53,27.16,48.03,665.11,2,5,48.7
106,87,46,6.13,24.64,75.6,956.84,1,3,24.700000000000003
112,48,19,6.49,29.65,83.3,1925.46,4,2,45.400000000000006
53,52,82,6.63,26.83,62.21,424.94,0,5,36.7
102,28,42,7.14,31.94,32.61,712.51,0,1,45.2
31,84,86,4.67,38.03,46.31,761.17,4,5,32.099999999999994
23,48,29,7.39,21.19,74.75,2077.97,5,5,68.10000000000001
108,68,53,4.75,22.34,53.26,1169.28,4,0,27.0
101,61,84,6.37,10.45,67.56,970.72,2,6,18.799999999999997
147,59,114,7.81,25.81,61.47,281.45,6,6,0.0
141,84,102,6.3,13.94,84.46,464.19,2,6,0.0
52,19,22,5.1,31.48,48.42,1739.24,4,5,70.9
75,24,117,8.44,33.39,56.76,1973.37,3,1,24.499999999999996
81,69,72,8.06,31.68,33.89,2278.31,5,6,27.2
50,44,23,7.59,26.4,78.3,1592.96,1,5,63.599999999999994
43,44,82,6.15,26.03,49.55,953.26,0,5,42.1
88,10,63,5.24,29.4,73.32,1018.85,6,1,46.39999999999999
117,56,51,8.27,26.64,30.18,2022.32,0,6,28.700000000000003
28,72,47,6.63,32.51,82.05,1393.91,5,5,52.2
27,27,92,7.91,36.84,88.32,643.46,5,5,48.0
126,35,115,5.87,26.08,58.2,210.88,3,1,6.699999999999999
112,69,81,5.84,13.31,58.96,927.99,2,5,14.299999999999999
88,27,91,8.44,13.93,66.98,2315.57,0,1,30.1
65,72,107,6.59,21.28,88.51,2061.25,1,3,17.099999999999998
157,50,45,5.06,24.89,63.51,473.24,5,0,20.9
121,52,18,5.38,16.75,34.43,1443.67,3,2,41.900000000000006
93,47,89,6.43,23.58,63.91,604.91,0,1,23.4
146,36,14,4.67,14.07,55.14,1524.22,2,1,40.8
158,58,24,6.35,17.22,75.65,509.91,4,2,26.6
135,65,33,6.18,32.02,48.2,2102.45,4,2,27.8
27,58,73,7.62,39.57,85.47,1835.11,2,5,46.3
87,50,117,5.92,15.59,78.0,925.24,1,0,13.099999999999998
147,69,57,8.43,20.17,49.59,2978.79,3,6,13.4
141,65,52,5.22,20.52,51.12,1848.19,6,0,18.4
22,85,48,6.86,16.7,61.07,952.47,4,5,49.7
127,71,34,4.86,16.12,35.98,1201.69,5,2,28.0
147,71,89,7.44,13.95,71.41,2765.26,5,5,0.0
139,51,115,8.48,37.23,66.55,768.94,4,6,0.0
74,37,95,7.78,29.48,49.12,770.55,0,1,29.700000000000003
89,46,89,6.72,18.71,68.28,1797.58,5,2,24.9
140,29,106,6.44,17.74,35.89,1129.99,3,1,7.899999999999997
119,44,14,7.84,27.69,87.12,1051.72,4,2,46.5
51,63,69,8.24,30.92,34.02,1348.87,0,5,39.199999999999996
25,80,16,8.46,17.59,49.73,2527.13,6,5,63.1
35,15,27,6.09,20.41,88.23,2554.83,6,5,75.2
33,28,15,8.46,18.72,53.9,2064.43,4,5,76.7
81,17,21,5.12,12.63,83.14,1816.43,4,1,63.199999999999996
27,57,117,5.51,21.6,39.05,243.76,4,5,28.999999999999996
152,75,42,4.86,26.01,34.0,1782.3,3,0,16.1
107,25,107,5.59,29.66,36.49,2871.45,4,1,18.599999999999998
60,33,30,7.57,22.5,88.32,2544.52,0,1,61.1
130,34,67,7.91,39.5,35.33,604.37,6,1,24.999999999999996
78,22,91,7.62,28.78,69.1,2927.13,3,1,34.6
28,82,87,7.02,36.6,56.44,806.58,6,5,33.2
61,39,51,6.56,37.48,81.65,546.68,5,1,50.6
37,18,103,7.33,34.64,47.66,1009.03,3,5,43.3
65,72,55,6.06,18.1,31.73,595.2,6,6,37.9
142,49,12,7.87,22.94,74.92,829.1,2,2,38.900000000000006
47,16,66,7.21,10.01,65.33,1064.65,5,5,55.699999999999996
56,89,62,7.29,23.54,56.07,1854.19,5,5,32.7
93,41,71,6.64,18.81,49.38,1918.6,5,2,32.4
39,70,22,8.04,13.36,83.97,1696.42,4,5,59.5
131,69,60,5.51,35.16,37.31,1034.88,4,0,17.0
143,60,110,6.02,30.2,38.48,2869.53,0,3,0.0
69,49,28,7.61,39.97,30.89,1031.04,4,2,54.400000000000006
152,88,68,6.47,24.95,34.35,1322.89,5,0,1.8000000000000007
92,20,71,8.06,19.92,81.44,1382.35,6,1,39.0
62,82,46,5.89,17.91,77.62,262.86,0,2,39.4
145,25,86,5.98,23.06,36.15,1400.59,6,1,15.6
124,34,24,8.05,19.3,76.79,1147.37,1,1,44.0
55,41,99,6.36,39.72,68.46,397.97,0,5,32.6
120,83,79,6.56,15.48,53.25,2471.2,0,4,8.5
22,19,100,5.83,10.57,35.05,2192.81,3,5,48.7
55,66,21,5.61,13.9,66.14,993.66,2,5,56.300000000000004
131,50,98,7.12,36.75,80.38,929.7,6,1,7.499999999999999
64,74,59,4.98,30.82,55.24,2733.23,6,0,36.0
119,41,56,8.02,33.52,55.46,729.58,6,6,30.6
155,57,25,7.62,19.61,79.6,2646.34,4,2,27.4
92,63,119,5.26,28.68,42.64,417.87,3,0,6.899999999999999
88,84,25,7.28,31.24,40.35,2550.74,3,2,39.4
68,50,76,6.91,19.79,71.73,1716.61,6,2,35.199999999999996
128,70,43,5.24,31.74,69.39,2372.4,4,0,24.4
138,16,97,5.59,28.89,84.73,460.22,6,1,15.999999999999996
36,62,115,6.14,18.89,50.06,1376.1,4,5,25.599999999999994
143,62,55,7.3,11.59,42.12,1460.95,2,3,17.5
23,35,96,7.05,17.14,55.73,1642.88,1,5,45.2
103,70,73,6.63,28.59,53.03,1957.84,3,3,19.900000000000002
154,44,103,7.57,27.97,86.29,1290.29,1,4,0.3999999999999986
122,12,58,7.53,25.23,85.06,1452.83,0,1,37.599999999999994
136,78,30,6.97,17.54,55.69,1236.75,3,2,24.8
81,73,62,7.65,23.34,54.75,2156.23,1,2,30.0
77,20,71,5.84,14.32,56.7,2743.55,1,1,43.5
77,15,90,8.02,29.87,73.85,520.09,5,1,37.4
125,11,63,6.96,36.07,63.0,1005.03,0,1,35.0
91,86,91,7.79,23.91,47.28,815.3,4,1,11.499999999999998
156,74,12,6.69,16.39,76.12,2830.22,2,2,27.200000000000003
25,49,62,5.37,34.84,84.23,1864.5,2,5,54.0
38,24,21,6.67,19.39,73.07,600.1,2,5,74.0
105,39,89,5.98,27.82,41.68,1314.19,0,1,22.199999999999996
130,15,47,7.29,12.26,77.51,1526.34,4,1,38.7
83,30,87,6.4,31.54,89.34,1944.34,2,1,32.3
154,66,100,7.84,23.82,71.11,802.82,0,6,0.0
137,64,27,7.21,22.7,44.63,1605.69,3,2,29.900000000000002
43,72,93,7.24,38.05,30.33,2444.24,2,5,29.3
142,18,44,5.37,24.74,53.12,2047.96,1,1,35.4
